path,change_type,classification,project_phase,purpose,canonical_or_supporting,cpp_impact,saa_impact,risk_level,human_review_required,validation_status,include_in_commit,notes
12-billing-pricing-and-support/aws-support/02-support-plans.md,added,learning-content,Phase 6 Batch 8,Provide canonical AWS certification study content,canonical,fundamental,awareness,high,yes,passed-with-documented-limitations,yes,"PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-045 status=completed; Phase 6 Batch 8 post-implementation evidence for AWS-045; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=7352a17 update, 6f9540d update, f24d1b6 update"
12-billing-pricing-and-support/aws-support/README.md,added,navigation,Phases 1-4 (7352a17),Provide current repository or learner navigation,supplementary,mention-only,mention-only,high,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=too-shallow; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Trusted Advisor .md into the canonical repository structure,canonical,awareness,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Trusted Advisor .md -> 12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=12-billing-pricing-and-support/aws-trusted-advisor/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md,renamed,learning-content,Phase 4,Migrate c) Keywords services/AWS Documentation & Guidance Services.md into the canonical repository structure,canonical,awareness,architecture-and-design,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: c) Keywords services/AWS Documentation & Guidance Services.md -> 12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-guidance/01-study-guide.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Managed Services (AMS).md into the canonical repository structure,canonical,awareness,awareness,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Managed Services (AMS).md -> 12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-managed-services/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Partner Network (APN).md into the canonical repository structure,canonical,awareness,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Partner Network (APN).md -> 12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-partner-network/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md,renamed,learning-content,Phase 4,Migrate d) Tools & Policies/AWS Prescriptive Guidance.md into the canonical repository structure,canonical,awareness,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: d) Tools & Policies/AWS Prescriptive Guidance.md -> 12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-prescriptive-guidance/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Professional Services Consulting Engagement Team.md into the canonical repository structure,canonical,mention-only,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Professional Services Consulting Engagement Team.md -> 12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=move-or-retain; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-professional-services/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md,renamed,learning-content,final handoff,Correct stale Trusted Advisor Support-plan access wording,canonical,current Support awareness,current Support selection,high,yes,passed,yes,"GitHub rename evidence: c) Keywords services/AWS Recommendation Services — Complete Study Guide.md -> 12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-recommendation-resources/01-study-guide.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, ba25dd3 docs: complete final QA and release-candidate handoff"
12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Trust & Safety Team.md into the canonical repository structure,canonical,awareness,awareness,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Trust & Safety Team.md -> 12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=move-or-retain; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=12-billing-pricing-and-support/customer-enablement/aws-trust-and-safety/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
12-billing-pricing-and-support/README.md,added,navigation,Phases 1-4 (f24d1b6),Provide current repository or learner navigation,supplementary,awareness,awareness,high,yes,passed-with-documented-limitations,yes,"CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=partial; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation, 7352a17 update, f24d1b6 update"
13-architecture-and-design-patterns/01-highly-available-web-applications.md,added,architecture-pattern,Phase 6 Batch 7,Provide supporting AWS architecture decision guidance,supporting,fundamental,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-040 status=completed; Phase 6 Batch 7 post-implementation evidence for AWS-040; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=f24d1b6 update
13-architecture-and-design-patterns/02-disaster-recovery-strategies.md,added,architecture-pattern,Phase 6 Batch 7,Provide supporting AWS architecture decision guidance,supporting,fundamental,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-041 status=completed; Phase 6 Batch 7 post-implementation evidence for AWS-041; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=f24d1b6 update
13-architecture-and-design-patterns/03-event-driven-and-decoupled-systems.md,added,architecture-pattern,Phase 6 Batch 7,Provide supporting AWS architecture decision guidance,supporting,fundamental,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-042 status=completed; Phase 6 Batch 7 post-implementation evidence for AWS-042; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=f24d1b6 update
13-architecture-and-design-patterns/04-serverless-application-patterns.md,added,architecture-pattern,Phase 6 Batch 7,Provide supporting AWS architecture decision guidance,supporting,fundamental,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-043 status=completed; Phase 6 Batch 7 post-implementation evidence for AWS-043; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=f24d1b6 update
13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,renamed,architecture-pattern,Phase 4,Migrate a) Service Explanations/AWS Cloud Adoption Framework (AWS CAF).md into the canonical repository structure,supporting,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Cloud Adoption Framework (AWS CAF).md -> 13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md,renamed,architecture-pattern,Phase 6 Batch 1,Migrate a) Service Explanations/AWS Well-Architected Framework.md into the canonical repository structure,supporting,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/AWS Well-Architected Framework.md -> 13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=13-architecture-and-design-patterns/aws-well-architected-framework/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 6 backlog AWS-005 status=completed; Phase 6 Batch 1 post-implementation evidence for AWS-005; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation, 6f9540d update"
13-architecture-and-design-patterns/README.md,added,navigation,Phases 1-4 (f24d1b6),Provide current repository or learner navigation,supplementary,mention-only,mention-only,medium,yes,passed-with-documented-limitations,yes,"CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=too-shallow; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation, 7352a17 update, 6f9540d update, 235b319 update, f24d1b6 update"
13-architecture-and-design-patterns/security/01-data-protection-patterns.md,added,architecture-pattern,Phase 6 Batch 6,Provide supporting AWS architecture decision guidance,supporting,fundamental,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-035 status=completed; Phase 6 Batch 6 post-implementation evidence for AWS-035; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=235b319 update
13-architecture-and-design-patterns/security/02-multi-account-governance.md,added,architecture-pattern,Phase 6 Batch 6,Provide supporting AWS architecture decision guidance,supporting,awareness,scenario-ready,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-038 status=completed; Phase 6 Batch 6 post-implementation evidence for AWS-038; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=235b319 update
13-architecture-and-design-patterns/security/README.md,added,navigation,Phases 1-4 (235b319),Provide current repository or learner navigation,supplementary,learning-path navigation,learning-path navigation,medium,yes,passed-with-documented-limitations,yes,PR commit evidence=235b319 update
13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,added,architecture-pattern,Phase 4,Provide supporting AWS architecture decision guidance,supporting,fundamental,intermediate,medium,yes,passed-with-documented-limitations,yes,PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=move-or-retain; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,added,architecture-pattern,Phase 4,Provide supporting AWS architecture decision guidance,supporting,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=move-or-retain; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=retained-as-canonical; target=13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=adequate; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=70818e2 chore: checkpoint before canonical AWS note consolidation
13-architecture-and-design-patterns/transport-layer-security/README.md,added,navigation,Phases 1-4 (7352a17),Provide current repository or learner navigation,supplementary,mention-only,mention-only,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=category-index; quality=too-shallow; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/analytics/01-kinesis-and-data-firehose.md,added,learning-content,Phase 6 Batch 9,Provide canonical AWS certification study content,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-048 status=completed; Phase 6 Batch 9 post-implementation evidence for AWS-048; Phase 7 QA result=passed with limitation; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed-with-limitation; PR commit evidence=f24d1b6 update
14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Athena.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon Athena.md -> 14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon EMR.md into the canonical repository structure,canonical,awareness,architecture-and-design,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon EMR.md -> 14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Kinesis Video Streams.md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Kinesis Video Streams.md -> 14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon QuickSight.md into the canonical repository structure,canonical,awareness,awareness,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon QuickSight.md -> 14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Redshift.md into the canonical repository structure,canonical,mention-only,intermediate,medium,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon Redshift.md -> 14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/AWS Glue .md into the canonical repository structure,canonical,awareness,intermediate,medium,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/AWS Glue .md -> 14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/analytics/aws-glue/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/analytics/README.md,added,navigation,Phases 1-4 (f24d1b6),Provide current repository or learner navigation,supplementary,mention-only,mention-only,medium,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; PR commit evidence=f24d1b6 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/01-service-recognition-guide.md,added,learning-content,Phase 6 Batch 9,Provide canonical AWS certification study content,canonical,fundamental,awareness,high,yes,passed-with-documented-limitations,yes,CANONICAL-CONTENT-INVENTORY.csv navigation=listed-in-category-readme; quality=strong; Phase 6 backlog AWS-050 status=completed; Phase 6 Batch 9 post-implementation evidence for AWS-050; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; Phase 7 exam-integrity result=passed; PR commit evidence=f24d1b6 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Comprehend.md into the canonical repository structure,canonical,mention-only,awareness,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Comprehend.md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Kendra.md into the canonical repository structure,canonical,awareness,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Kendra.md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Lex.md into the canonical repository structure,canonical,mention-only,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Lex.md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Polly.md into the canonical repository structure,canonical,mention-only,awareness,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Polly.md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Rekognition.md into the canonical repository structure,canonical,mention-only,awareness,high,yes,passed-with-documented-limitations,yes,"GitHub rename evidence: a) Service Explanations/Amazon Rekognition.md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=adequate; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update, 6f9540d update"
14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,renamed,learning-content,Phase 4,Migrate a) Service Explanations/Amazon Textract .md into the canonical repository structure,canonical,mention-only,intermediate,high,yes,passed-with-documented-limitations,yes,GitHub rename evidence: a) Service Explanations/Amazon Textract .md -> 14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; PHASE-4-CANONICAL-SOURCE-MAP.csv merge_type=consolidated; content_verified=yes; PHASE-4-SOURCE-COVERAGE-MAP.csv action=merged-and-removed; target=14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md; verification=verified; CANONICAL-CONTENT-INVENTORY.csv navigation=missing-local-index; quality=strong; Phase 7 QA result=passed; Phase 7 canonical-owner result=passed; Phase 7 badge result=passed; PR commit evidence=7352a17 update
