domain_id,domain_name,domain_weight,task_id,task_title,requirement_id,knowledge_or_skill,requirement_type,canonical_paths,evidence_headings,coverage_status,current_depth,required_depth,missing_architecture_elements,missing_tradeoffs,priority,recommended_action,target_path,notes
4,Design Cost-Optimized Architectures,20%,4.3,Design cost-optimized databases,SAA-4.3-05,managed service trade-offs,knowledge,04-compute/amazon-ec2/07-placement-groups.md; 06-databases/amazon-aurora/02-provisioned.md; 06-databases/amazon-aurora/03-serverless.md,SAP Point 1: Architecture Trade-offs; 1. Fully managed relational database; 9. Managed by AWS,partial,scenario-ready,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P2,expand-existing-lesson,04-compute/amazon-ec2/07-placement-groups.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.3,Design cost-optimized databases,SAA-4.3-06,Select cost-effective database,skill,06-databases/amazon-aurora/03-serverless.md; 07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 12-billing-pricing-and-support/aws-support/02-support-plans.md,5. Cost optimization for light or variable usage; Trap category 5 – Cost assumptions; AWS Support plans,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,06-databases/amazon-aurora/03-serverless.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.3,Design cost-optimized databases,SAA-4.3-07,Right-size and scale database capacity,skill,06-databases/amazon-aurora/03-serverless.md; 04-compute/amazon-ec2/07-placement-groups.md; 04-compute/amazon-ec2/02-study-guide.md,2. On-demand capacity; SAP Point 8: Capacity Errors and Placement Failures; 7. Capacity Reservations,wrong-depth,intermediate,architecture-and-design,"Decision criteria, integration, failure behavior, and scenario application","Cost, performance, security, resilience, and operational trade-offs",P1,expand-existing-lesson,06-databases/amazon-aurora/03-serverless.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.3,Design cost-optimized databases,SAA-4.3-08,Balance operational and service cost,skill,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md; 04-compute/ec2-auto-scaling/01-target-tracking-scaling.md; 06-databases/amazon-aurora/03-serverless.md,3. Private access from a VPC to AWS services; 3. Scaling Amazon ECS services; 5. Cost optimization for light or variable usage,complete,architecture-and-design,architecture-and-design,none,none,P3,no-action,07-networking-and-content-delivery/networking-guide/01-cloud-practitioner-study-guide.md,"Evidence chosen from lesson bodies, not names or badges; verify during implementation."
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-01,data transfer charges,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-02,NAT and endpoint costs,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-03,hybrid connectivity costs,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-04,content delivery,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-05,network topology,knowledge,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-06,Reduce cross-AZ and internet transfer cost,skill,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-07,Choose endpoints and gateways,skill,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
4,Design Cost-Optimized Architectures,20%,4.4,Design cost-optimized networks,SAA-4.4-08,Balance managed connectivity cost and operations,skill,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,"Analyze the Path; NAT Gateway and VPC Endpoints; Transit, Peering, and Inspection; SAA Cost-Optimization Scenarios",complete,scenario-ready,architecture-and-design,none,none,P3,no-action,12-billing-pricing-and-support/aws-billing-and-cost-management/03-data-transfer-costs.md,Batch 8 evidence reviewed against current official AWS sources on 2026-07-25.
