original_path,current_path,migration_status,size_before,size_after,sha256_before,sha256_after,content_changed,link_repairs,notes
e) AWS Claude Network & Gateways/AWS Storage Gateway vs AWS File Gateway.md,15-comparisons-and-decision-guides/cross-service/01-aws-storage-gateway-vs-aws-file-gateway.md,migrated,12870,12870,e660404a967bb58bf0677128efc997ae1cea25d0620396e816dfad933f8ed765,e660404a967bb58bf0677128efc997ae1cea25d0620396e816dfad933f8ed765,no,0,git mv
e) AWS Claude Network & Gateways/AWS Tape Gateway.md,e) AWS Claude Network & Gateways/AWS Tape Gateway.md,skipped-collision,5586,5586,9f59da09822864e4ca70ab2fdc38df97bc941a96bd700abc17bac88785f4051d,9f59da09822864e4ca70ab2fdc38df97bc941a96bd700abc17bac88785f4051d,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Tape Gateway(Claude version) .md,e) AWS Claude Network & Gateways/AWS Tape Gateway(Claude version) .md,skipped-collision,7060,7060,fe79a1e2fc4e5e7be463a9cf5ec8b8aed0be57f12e12e498fd380b3deaa48802,fe79a1e2fc4e5e7be463a9cf5ec8b8aed0be57f12e12e498fd380b3deaa48802,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Transit Gateway .md,07-networking-and-content-delivery/aws-transit-gateway/01-overview.md,migrated,4727,4727,c521e56e86bcd499fc19bb0c9d15111c32f15af604781eb43de8024424c0029e,c521e56e86bcd499fc19bb0c9d15111c32f15af604781eb43de8024424c0029e,no,0,git mv
e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode) Claude version .md,e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode) Claude version .md,skipped-collision,6933,6933,1298dfc1a078f527c9168bc50d922a01c87aead1d3f4542268bd9a95c4d8c70e,1298dfc1a078f527c9168bc50d922a01c87aead1d3f4542268bd9a95c4d8c70e,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md,e) AWS Claude Network & Gateways/AWS Volume Gateway (Cached Mode).md,skipped-collision,6599,6599,9c626e7fb2e0d4da7eec53e5f7f1bedd9b7da36d253f7ec834fe0f22113c5bd8,9c626e7fb2e0d4da7eec53e5f7f1bedd9b7da36d253f7ec834fe0f22113c5bd8,no,0,Multiple move-map sources resolve to the same destination; entire collision group is deferred.
e) AWS Claude Network & Gateways/AWS Volume Gateway (Stored Mode).md,11-migration-and-hybrid-cloud/aws-storage-gateway/04-volume-gateway-stored.md,migrated,8331,8331,fd5d83ce480065cd4de02110ef47b18c1136a6f028d893a7d824513255549bb2,fd5d83ce480065cd4de02110ef47b18c1136a6f028d893a7d824513255549bb2,no,0,git mv
e) AWS Claude Network & Gateways/Customer Gateway (CGW).md,07-networking-and-content-delivery/amazon-vpc/06-customer-gateway.md,migrated,10761,10761,33904a839f049ccdffda0359e00f51909310168d904b12147dabff09672341a7,33904a839f049ccdffda0359e00f51909310168d904b12147dabff09672341a7,no,0,git mv
e) AWS Claude Network & Gateways/NAT Gateway.md,07-networking-and-content-delivery/amazon-vpc/08-nat-gateway.md,migrated,10128,10128,89a6b1dc3bf7177de26854f326848476391d7f843ca68b8de08b8d41df45099a,89a6b1dc3bf7177de26854f326848476391d7f843ca68b8de08b8d41df45099a,no,0,git mv
e) AWS Claude Network & Gateways/Remote Desktop Protocol (RDP) Connection.md,04-compute/amazon-ec2/06-rdp-connections.md,migrated,8412,8412,1c7cef6f8eeeae49aea5159ddead5f5d9c0bcbefe3a26f1bb9533c86db1a1715,1c7cef6f8eeeae49aea5159ddead5f5d9c0bcbefe3a26f1bb9533c86db1a1715,no,0,git mv
e) AWS Claude Network & Gateways/Virtual Private Gateway (VGW).md,07-networking-and-content-delivery/amazon-vpc/07-virtual-private-gateway.md,migrated,7624,7624,37e742845365c36185157df0321327b6423ea31e1a2d70ec5af9e6caf7f532f4,37e742845365c36185157df0321327b6423ea31e1a2d70ec5af9e6caf7f532f4,no,0,git mv
e) AWS Claude Network & Gateways/VPC Flow Logs .md,07-networking-and-content-delivery/amazon-vpc/03-flow-logs.md,migrated,12619,12619,c730396facc37e4219592f17466609ccf892517fa17304ead40298970d983751,c730396facc37e4219592f17466609ccf892517fa17304ead40298970d983751,no,0,git mv
f) EC2/PlacementGroups.md,13-architecture-and-design-patterns/amazon-ec2/02-placement-groups.md,migrated,57512,57512,237693cf33fa593c05246c2cb4afd0fcb8897266985a35cc720f015794d2caac,237693cf33fa593c05246c2cb4afd0fcb8897266985a35cc720f015794d2caac,no,0,git mv
g)ELB & ASG/SSL Termination .md,13-architecture-and-design-patterns/transport-layer-security/01-ssl-termination.md,migrated,26408,26408,767a970080f002da57762a61caab6a2994f98bf66ceb42c581f6605828cd4ecb,767a970080f002da57762a61caab6a2994f98bf66ceb42c581f6605828cd4ecb,no,0,operating-system move (untracked source)
h) RDS/SSL & TLS with Load Balancer and RDS.md,13-architecture-and-design-patterns/transport-layer-security/02-tls-with-load-balancers-and-rds.md,migrated,6275,6275,4c7b7946154b03fdd51b8b2cd2467200a2edfa157d29d4649bd38ca8b4c1b241,4c7b7946154b03fdd51b8b2cd2467200a2edfa157d29d4649bd38ca8b4c1b241,no,0,operating-system move (untracked source)
