source_path,source_type,topic_family,sha256,size_bytes,canonical_target_paths,unique_information,duplicate_or_overlap,final_source_action,verification_status,notes
a) Service Explanations/Amazon API Gateway.md,study-note,Amazon API Gateway,1283907611dd58df255e02b63b0def79316a3921f84388f84e77394edbb0881b,12297,08-serverless-and-application-integration/amazon-api-gateway/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Athena.md,study-note,Amazon Athena,db26ebd5e2abf59e2dab0351bccc58686a646c8823726b8491b8a6880e36a48a,5572,14-ai-ml-analytics-and-other-services/analytics/amazon-athena/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Aurora.md,study-note,Amazon Aurora,10ac0dec297aa2ed296683e4ef78f4eed4b905ecf72cc77fcf9a1a8e496c8d43,7574,06-databases/amazon-aurora/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Chime Video Meetings.md,study-note,Amazon Chime Video Meetings,98b0926405c41293ab24e116b11d5e51c93b7f61c72bcd8a325101f66f2a03b6,4561,90-archive/obsolete-services/amazon-chime.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,moved-to-archive,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon CloudFront.md,study-note,Amazon CloudFront,c9584387fd2fb4816ba9a6a065be492a76fd1f394e5130a9b7d563a540bef9aa,5277,07-networking-and-content-delivery/amazon-cloudfront/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon CodeGuru .md,study-note,Amazon CodeGuru,2ef04f65d879025467f4c8ee6127594e72699291e4f192cc1db5edd6f972810f,6847,10-monitoring-management-and-deployment/amazon-codeguru/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Cognito .md,study-note,Amazon Cognito,2f8322057ac6af46c0321ba4d21ad1e0014df6e3c1133d6997f8b6b3eb1bcf08,6353,09-security-and-compliance/amazon-cognito/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Comprehend .md,study-note,Amazon Comprehend,520f0411c57b09a646a0676e2187a3a9ef1a2178a6aa11bec9bdca606593b907,5362,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Comprehend.md,study-note,Amazon Comprehend,de1423014d3477c14c391ba566daad06d28ed92271d974cc57ab5a865c94a17d,6132,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-comprehend/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Connect .md,study-note,Amazon Connect,1b647ab07a98a4b6571fef687b6d7fbd6574ca8d60240084b861af2b2c8fd21f,4905,14-ai-ml-analytics-and-other-services/business-applications/amazon-connect/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EBS Volume.md,study-note,Amazon EBS Volume,04046400aaac497f0bec51683561a358bef07bbbd5185025df2900956d23d40a,4810,05-storage/amazon-ebs/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EC2 .md,study-note,Amazon EC2,cda8613d01a3b84a7be0fa8d12af6e8095f1c798ccc3b80d6c07ca6a494853ef,7369,04-compute/amazon-ec2/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EC2 Instance Connect .md,study-note,Amazon EC2 Instance Connect,132b6feea72caad5a06107e44e859397961f801c3527fb0ce722946de3c14f2f,5431,04-compute/amazon-ec2/05-instance-connect.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EC2 Instance Store.md,study-note,Amazon EC2 Instance Store,43e4b8710739640ac0a2b09119b657774906078d13b33fb00b8ea58206a4e25f,7662,05-storage/ec2-instance-store/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EC2 Key Pairs .md,study-note,Amazon EC2 Key Pairs,5061a02489e9a6ca986f644683c3ff3b1e17288fd90e46696eb6ecda8e523b58,8271,04-compute/amazon-ec2/04-key-pairs.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EFS .md,study-note,Amazon EFS,9c00480ee7834ce126d2c9a4e60c7e34fb84d2ee10749d86c2bcbcb4bd61af78,4922,05-storage/amazon-efs/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Elastic Block Store.md,study-note,Amazon Elastic Block Store,c8fe35ad7b225a75536b0ef157aa3ad28cd66c694b8a4530b807de412d152722,10088,05-storage/amazon-ebs/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Elastic File System.md,study-note,Amazon Elastic File System,555ebd993e72801c419f2f846cffa51c5e3220a1764bb6971ebb83637cf7890e,5749,05-storage/amazon-efs/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Elastic Transcoder .md,study-note,Amazon Elastic Transcoder,d7081061112daced6a541be5e95b79c09e0842c01e13eda7f3d9af15d0d78ce6,5641,90-archive/obsolete-services/amazon-elastic-transcoder.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,moved-to-archive,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon ElastiCache.md,study-note,Amazon ElastiCache,05bc3ad03764ca8451dbffa40e1563593358bcd24363d5027310728717369b12,9042,06-databases/amazon-elasticache/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EMR (Claude version).md,study-note,Amazon EMR,38c7333338e77afbe84055491a660a39a4d5ef37f76481f8a6620f124236bcdd,7731,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon EMR.md,study-note,Amazon EMR,64431d8eb4cc8b588b85b27e8b2f0abd6552dc171616a85c6cb98f85547ed610,10501,14-ai-ml-analytics-and-other-services/analytics/amazon-emr/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon FSx for Lustre (Claude version).md,study-note,Amazon FSx for Lustre,446d946e5ae442c945506318dd74825f1bf8b130d08454c481a4c2f91e7e7b76,7787,05-storage/amazon-fsx-for-lustre/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon FSx for Lustre.md,study-note,Amazon FSx for Lustre,52f2387394399a74d574b26c600bf054f74810a12999634a5bfb242a1ad1e658,11770,05-storage/amazon-fsx-for-lustre/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon FSx for Windows File Server.md,study-note,Amazon FSx for Windows File Server,9fe71ab6eaae22dff16ef9756db4c6180d5a8cd2839923cfa49ca644f135df23,8795,05-storage/amazon-fsx-for-windows-file-server/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon GuardDuty.md,study-note,Amazon GuardDuty,dad1a52af85380a00ad39e4ed317fea1dfb0040a7ec9441ccda4ea87f442f4ad,6457,09-security-and-compliance/amazon-guardduty/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Inspector.md,study-note,Amazon Inspector,4e66a09e41ee2be56718fbd12a80938c0ca63c8fd91667f16fb27ece40d06337,5828,09-security-and-compliance/amazon-inspector/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Kendra.md,study-note,Amazon Kendra,d0ac6febe2c45c259d8023ae5ebb374821427bea5ed3946230dd23ab6b2b3226,5302,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-kendra/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Kinesis Video Streams.md,study-note,Amazon Kinesis Video Streams,891331c4a6962cee09a78d99ac468040be52707fbeff9fdf097fb9fe7bbd9ac2,5386,14-ai-ml-analytics-and-other-services/analytics/amazon-kinesis-video-streams/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Lex.md,study-note,Amazon Lex,c136672f748a347821fc6feddd61f18301ac26be81324d443743f7b79a90e695,5718,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-lex/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Lightsail .md,study-note,Amazon Lightsail,2be2a64da96d52ed8ca68cbb14219f97da3c1d7a319b7ab412ce258741e62b14,5316,04-compute/amazon-lightsail/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Macie.md,study-note,Amazon Macie,d6de9e6dd573c2cbced80bf3c2f93e70f3c2560a87ac733930f9a214ca1702d5,5478,09-security-and-compliance/amazon-macie/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Polly.md,study-note,Amazon Polly,2adcf63d4d3c59e2e790ac712f925630079b17b78167ce0bb1cebe93d9cf8a53,4193,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-polly/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon QuickSight.md,study-note,Amazon QuickSight,05991f51ac46ed29d3a249b6f0d2abd9ec17633c27408fbc2bc39e6cb647b3d4,7692,14-ai-ml-analytics-and-other-services/analytics/amazon-quicksight/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Redshift.md,study-note,Amazon Redshift,f09d436e67377890356d27d771c27c083672a03725d2407739b6bfef9ddc120c,10597,14-ai-ml-analytics-and-other-services/analytics/amazon-redshift/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Rekognition.md,study-note,Amazon Rekognition,1f45a6af286ba9864a7a968dc695d53f52982965872a0b02d87d1cfe6f795c9c,5115,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-rekognition/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Route 53.md,study-note,Amazon Route 53,4b4c7d00487976cec2ea36bef4ee87c6c58021a5ce6366e6a9cb6adfff33f581,11382,07-networking-and-content-delivery/amazon-route-53/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon S3 (Claude version).md,study-note,Amazon S3,bb12445671bda9ce44a975e31f93a151b8eff010015e2b5b30bf2afd9e55e0ae,9000,05-storage/amazon-s3/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon S3 v1 .md,study-note,Amazon S3,55b062bcf1545c1ef2da399336318ee298aa9c7c4df5a73f3f5ebf8422fd5dee,7596,05-storage/amazon-s3/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon S3 v2 .md,study-note,Amazon S3 v2,bf0b4ba33cf35551e5f17d975758548e446546112614accdac9edb1bc39afe82,7139,05-storage/amazon-s3/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Simple Email Service (Amazon SES).md,study-note,Amazon Simple Email Service (Amazon SES,bf68a4c0984c4f012e18d929e42165b704bcd90b5d83d4d9630c376cc20650ae,8725,08-serverless-and-application-integration/amazon-ses/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Simple Queue Service (Amazon SQS).md,study-note,Amazon Simple Queue Service (Amazon SQS,1a232a99cd444f3f95dc173c00229b04d4f3f5623edd6dcc0e9367a7a1061bf8,9922,08-serverless-and-application-integration/amazon-sqs/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Textract .md,study-note,Amazon Textract,dee8648be41bf41b7c0eb02f3c10cf949ff211699bee987135e9af79d952f12f,8103,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-textract/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Translate.md,study-note,Amazon Translate,f03669eaf3d6f69e26a65627b4494220d99cf4e8b7941a7492bd425d1a260da7,6145,14-ai-ml-analytics-and-other-services/artificial-intelligence-and-machine-learning/amazon-translate/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Amazon Verified Permissions.md,study-note,Amazon Verified Permissions,70e53db448e8c0a47d52785b1b325d8662e3fc195050dd90f2f6fa21c828e3ba,12887,09-security-and-compliance/amazon-verified-permissions/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Aurora Provisioned.md,study-note,Aurora Provisioned,e22cb0cba36b8b0834a0df5fdb8c0547d9925f2b083fcb3017a9193d65ff8dda,12235,06-databases/amazon-aurora/02-provisioned.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/Aurora Serverless.md,study-note,Aurora Serverless,f7a711f3936b0736753ae369162e5186769d9651f932bfa82c77bd688a6bfd7f,10838,06-databases/amazon-aurora/03-serverless.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Account Root User .md,study-note,AWS Account Root User,001964e14e111012bbfcc5bf19ebb71596518a3ba14870c591df1c548e299eef,6334,03-identity-governance-and-organizations/aws-iam/10-root-user.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Amplify (Claude Code).md,study-note,AWS Amplify,94ae50fb809b38dd6114a7717e0b79ad85271ac8ad74c7c8e2410853aa0f9f9e,9479,14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Amplify.md,study-note,AWS Amplify,35b8bedd4edb8dd560dcefddc9ef9d2d35d6ae509b2137a568425139a054d00a,9100,14-ai-ml-analytics-and-other-services/business-applications/aws-amplify/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Application Discovery Service.md,study-note,AWS Application Discovery Service,5bff04b9187bcc48f3a55ace041cbba745dd9d96b77a5410c642bd28ce72ab98,10424,11-migration-and-hybrid-cloud/aws-application-discovery-service/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS AppSync.md,study-note,AWS AppSync,09019fbd0d1a7a46974ff28f8cb5d8e865ea6ea1fcd71e0fe5fbfdc2ef039974,10273,08-serverless-and-application-integration/aws-appsync/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Artifact.md,study-note,AWS Artifact,48b0d781762142b78e33e66e980d1f1570324ce1c37c60a0c659e389dda7a16d,8811,09-security-and-compliance/aws-artifact/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Audit Manager (Claude version) .md,study-note,AWS Audit Manager,c76c7b4863d8d1b33d20719dc1a7294e4228e30834f1e9ef3d53891393c43f88,10688,09-security-and-compliance/aws-audit-manager/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Audit Manager.md,study-note,AWS Audit Manager,ca52c2207031761553d8718fc2f5259ed9446a5c1431a749359da574815cf270,7073,09-security-and-compliance/aws-audit-manager/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Batch (Claude version).md,study-note,AWS Batch,1dc305a1d004c86b30a3ebd405bc7636a7c83587a42a109e0208371f107649b1,10025,04-compute/aws-batch/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Batch.md,study-note,AWS Batch,d418bb1919ebdc826959ac0e2f650555678609cab9bf4f5804942fffc8dd1c8a,6829,04-compute/aws-batch/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Billing and Cost Management.md,study-note,AWS Billing and Cost Management,10e22837c0f112abf6b88ba319d305a8ac1bf52dd9e3414cdea452e77567a622,8192,12-billing-pricing-and-support/aws-billing-and-cost-management/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Billing Conductor.md,study-note,AWS Billing Conductor,080032388d0853d6d9de1c2a35f6c1e4012bba4a8212bd74ae652a265e52eaac,7844,12-billing-pricing-and-support/aws-billing-conductor/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Budgets .md,study-note,AWS Budgets,61992bca4ace206673b0e3ca9c6cb7a1d17629003ef429d6d5750ea29002b348,10243,12-billing-pricing-and-support/aws-budgets/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Certificate Manager (ACM).md,study-note,AWS Certificate Manager (ACM,055fa7e9048112ae834898d80ef38fb7c43230ef4d97be359248783202982e37,5923,09-security-and-compliance/aws-certificate-manager/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS Cloud Adoption Framework (AWS CAF).md,study-note,AWS Cloud Adoption Framework (AWS CAF,cc9a0857f8862be681266b2bfb3db652a309d4a8f0509872bae1ff72ad05c822,6804,13-architecture-and-design-patterns/aws-cloud-adoption-framework/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CloudFormation Templates.md,study-note,AWS CloudFormation Templates,ea91b1e02953db25ab226fb0f90debe99ec60a068603305485d66cd3300787f1,7433,10-monitoring-management-and-deployment/aws-cloudformation/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CloudShell.md,study-note,AWS CloudShell,442f1c106823ed0c3a1c25a2a4e30217ddbc7455c69f94b79e19853617f86b70,10101,10-monitoring-management-and-deployment/aws-cloudshell/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CodeBuild .md,study-note,AWS CodeBuild,771ad584b2b0646ff8348e4b030fad3fea94ed1ad821c967015181107893274c,9672,10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CodeBuild.md,study-note,AWS CodeBuild,a3250947d765644fedda262381586a5d079a0e7b87e2e32e765ce1edf25bff05,5758,10-monitoring-management-and-deployment/aws-codebuild/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",duplicate-family,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CodeCommit.md,study-note,AWS CodeCommit,34ab99d92fce74ddfa2fc2dde1381a97acdc9a020d2feb1df89f7e8d74926032,4961,10-monitoring-management-and-deployment/aws-codecommit/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CodeDeploy.md,study-note,AWS CodeDeploy,5a7881966ec97245bc4e192a9abee186c02f4da3bb3063b22d4a62f68a29c9c8,7657,10-monitoring-management-and-deployment/aws-codedeploy/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
a) Service Explanations/AWS CodePipeline .md,study-note,AWS CodePipeline,4a4d7c360b97ad5f1ff713eda804063c197658cb6a55c99ff068a544e6b4b568,20210,10-monitoring-management-and-deployment/aws-codepipeline/01-overview.md,"Reviewed for definitions, features, examples, comparisons, exam tips, and architecture details.",phase-3 canonical overlap,merged-and-removed,verified,Pre-consolidation hash; checkpoint commit 70818e2 preserves the exact source.
